HEU:	3802986.76	3802986.76	0.0009	0.20	40	3
DFS:	3589432.99	3589432.99	0.0009	0.20	40	3
GRB:	3589432.99	3589432.99	22.65	0.20	40	3

HEU:	3365449.67	3365449.67	0.0009	0.20	40	4
DFS:	3234297.42	3234297.42	0.0012	0.20	40	4
GRB:	3234297.42	3234297.42	66.95	0.20	40	4

HEU:	3228211.24	3228211.24	0.0012	0.20	40	5
DFS:	3186336.46	3186336.46	0.0017	0.20	40	5
GRB:	3186336.46	3186336.46	72.89	0.20	40	5

HEU:	3200729.13	3200729.13	0.0014	0.20	40	6
DFS:	3179818.58	3179818.58	0.0027	0.20	40	6
GRB:	3179821.39	3179801.83	103.59	0.20	40	6

HEU:	3183790.23	3183790.23	0.0010	0.20	40	7
DFS:	3178943.94	3178943.94	0.0028	0.20	40	7
GRB:	3178943.86	3178930.44	102.40	0.20	40	7

HEU:	3181344.08	3181344.08	0.0012	0.20	40	8
DFS:	3178824.65	3178824.65	0.0074	0.20	40	8
GRB:	3178810.17	3178804.32	101.36	0.20	40	8

HEU:	3179422.57	3179422.57	0.0010	0.20	40	9
DFS:	3178808.58	3178808.58	0.0084	0.20	40	9
GRB:	3178811.46	3178792.29	131.82	0.20	40	9

HEU:	3179114.53	3179114.53	0.0014	0.20	40	10
DFS:	3178806.30	3178806.30	0.0247	0.20	40	10
GRB:	3178805.75	3178799.61	145.67	0.20	40	10

HEU:	6362177.93	6362177.93	0.0009	0.30	10	2
DFS:	6316980.28	6316980.28	0.0006	0.30	10	2
GRB:	6316980.28	6316980.28	2.29	0.30	10	2

HEU:	3548432.76	3548432.76	0.0006	0.30	10	3
DFS:	2585602.02	2585602.02	0.0007	0.30	10	3
GRB:	2585602.02	2585602.02	5.11	0.30	10	3

HEU:	2232271.92	2232271.92	0.0007	0.30	10	4
DFS:	1831720.83	1831720.83	0.0007	0.30	10	4
GRB:	1831720.83	1831720.83	5.84	0.30	10	4

HEU:	1834075.97	1834075.97	0.0006	0.30	10	5
DFS:	1671213.78	1671213.78	0.0008	0.30	10	5
GRB:	1671213.78	1671213.78	5.83	0.30	10	5

HEU:	1687393.89	1687393.89	0.0006	0.30	10	6
DFS:	1642616.91	1642616.91	0.0006	0.30	10	6
GRB:	1642616.91	1642616.91	6.86	0.30	10	6

HEU:	1652511.38	1652511.38	0.0008	0.30	10	7
DFS:	1636041.81	1636041.81	0.0007	0.30	10	7
GRB:	1636041.59	1636041.59	7.29	0.30	10	7

HEU:	1646061.74	1646061.74	0.0007	0.30	10	8
DFS:	1634732.26	1634732.26	0.0008	0.30	10	8
GRB:	1634738.06	1634728.86	7.62	0.30	10	8

HEU:	1644048.22	1644048.22	0.0007	0.30	10	9
DFS:	1634443.55	1634443.55	0.0008	0.30	10	9
GRB:	1634443.54	1634432.20	8.01	0.30	10	9

HEU:	1643659.73	1643659.73	0.0007	0.30	10	10
DFS:	1634389.85	1634389.85	0.0009	0.30	10	10
GRB:	1634371.50	1634369.57	8.21	0.30	10	10

HEU:	6726891.01	6726891.01	0.0008	0.30	20	2
DFS:	6479779.20	6479779.20	0.0008	0.30	20	2
GRB:	6479779.20	6479779.20	3.89	0.30	20	2

HEU:	3157915.61	3157915.61	0.0006	0.30	20	3
DFS:	2915432.67	2915432.67	0.0007	0.30	20	3
GRB:	2915432.67	2915432.67	10.03	0.30	20	3

HEU:	2511244.87	2511244.87	0.0007	0.30	20	4
DFS:	2203573.62	2203573.62	0.0010	0.30	20	4
GRB:	2203573.62	2203573.62	15.02	0.30	20	4

HEU:	2168868.42	2168868.42	0.0007	0.30	20	5
DFS:	2055954.65	2055954.65	0.0011	0.30	20	5
GRB:	2055954.65	2055944.64	14.63	0.30	20	5

HEU:	2083844.92	2083844.92	0.0007	0.30	20	6
DFS:	2025553.43	2025553.43	0.0013	0.30	20	6
GRB:	2025553.43	2025533.40	15.43	0.30	20	6

HEU:	2032890.46	2032890.46	0.0007	0.30	20	7
DFS:	2019479.29	2019479.29	0.0014	0.30	20	7
GRB:	2019487.13	2019470.00	16.97	0.30	20	7

HEU:	2029254.48	2029254.48	0.0007	0.30	20	8
DFS:	2018178.88	2018178.88	0.0022	0.30	20	8
GRB:	2018187.58	2018173.66	17.47	0.30	20	8

HEU:	2022587.06	2022587.06	0.0007	0.30	20	9
DFS:	2017920.80	2017920.80	0.0040	0.30	20	9
GRB:	2017904.60	2017889.70	19.83	0.30	20	9

HEU:	2021140.73	2021140.73	0.0007	0.30	20	10
DFS:	2017869.24	2017869.24	0.0072	0.30	20	10
GRB:	2017850.79	2017840.58	18.74	0.30	20	10

HEU:	7539137.40	7539137.40	0.0006	0.30	30	2
DFS:	7138310.69	7138310.69	0.0006	0.30	30	2
GRB:	7138310.69	7138310.69	7.27	0.30	30	2

HEU:	4136931.33	4136931.33	0.0006	0.30	30	3
DFS:	3593063.07	3593063.07	0.0010	0.30	30	3
GRB:	3593063.07	3593063.07	20.00	0.30	30	3

HEU:	3330131.96	3330131.96	0.0007	0.30	30	4
DFS:	2868351.60	2868351.60	0.0022	0.30	30	4
GRB:	2868351.60	2868351.60	29.79	0.30	30	4

HEU:	2869801.27	2869801.27	0.0008	0.30	30	5
